,predus_fpr,predus_tpr,ispred_fpr,ispred_tpr,dockpred_fpr,dockpred_tpr,logisticregresion_fpr,logisticregresion_tpr,linearregression_fpr,linearregression_tpr,randomforest_fpr,randomforest_tpr,nueralnet_fpr,nueralnet_tpr
0,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07692992609740895
1,0.4409722222222222,0.21883974727168293,0.8796296296296297,0.1218925421010425,0.9421296296296297,0.08372762806006995,0.9872685185185185,0.08698755863756884,0.9872685185185185,0.08698755863756884,0.6921296296296297,0.14613880742913002,0.9872685185185185,0.08698755863756884
2,0.41550925925925924,0.21055718475073315,0.8645833333333334,0.14307603907297453,0.9421296296296297,0.08396946564885496,0.9872685185185185,0.08723665371241562,0.9872685185185185,0.08723665371241562,0.6921296296296297,0.146174529454901,0.9872685185185185,0.08723665371241562
3,0.41550925925925924,0.21080446271285966,0.8333333333333334,0.15960984260696076,0.9421296296296297,0.08414306388257184,0.9872685185185185,0.08739754098360655,0.9872685185185185,0.08739754098360655,0.6909722222222222,0.14600146735143066,0.9872685185185185,0.08739754098360655
4,0.41550925925925924,0.21105232216343328,0.8020833333333334,0.16976972072513474,0.9421296296296297,0.08435233160621762,0.9872685185185185,0.08760398480024648,0.9872685185185185,0.08760398480024648,0.6909722222222222,0.14614443084455325,0.9872685185185185,0.08760398480024648
5,0.41550925925925924,0.21305637982195846,0.7858796296296297,0.18010610079575598,0.9421296296296297,0.08459779671585949,0.9872685185185185,0.0878475798146241,0.9872685185185185,0.0878475798146241,0.6782407407407407,0.22030075187969925,0.9872685185185185,0.0878475798146241
6,0.41550925925925924,0.2158749248346362,0.7662037037037037,0.18737616756297765,0.9421296296296297,0.08460658975158507,0.9872685185185185,0.08785662787104748,0.9872685185185185,0.08785662787104748,0.6759259259259259,0.2199623352165725,0.9872685185185185,0.08785662787104748
7,0.41550925925925924,0.21665660832830416,0.7523148148148148,0.19408778739922364,0.9421296296296297,0.08511083228774571,0.9872685185185185,0.08834800621439669,0.9872685185185185,0.08834800621439669,0.6354166666666666,0.23193916349809887,0.9872685185185185,0.08834800621439669
8,0.41550925925925924,0.21691842900302113,0.7418981481481481,0.20037511722413254,0.9328703703703703,0.08459277917716204,0.9837962962962963,0.08825667116602637,0.9837962962962963,0.08825667116602637,0.6354166666666666,0.23371647509578544,0.9837962962962963,0.08825667116602637
9,0.41550925925925924,0.2181044957472661,0.7314814814814815,0.20599739243807041,0.9328703703703703,0.08468165581004412,0.9837962962962963,0.08833004260625585,0.9837962962962963,0.08833004260625585,0.6087962962962963,0.24106324472960586,0.9837962962962963,0.08833004260625585
10,0.41550925925925924,0.22339763534536403,0.7268518518518519,0.2123774095366926,0.9328703703703703,0.08475289169295479,0.9837962962962963,0.08840353614144565,0.9837962962962963,0.08840353614144565,0.5902777777777778,0.24793388429752067,0.9837962962962963,0.08840353614144565
11,0.41550925925925924,0.2236760124610592,0.7222222222222222,0.2180293501048218,0.9328703703703703,0.08487784330244313,0.9837962962962963,0.08852322432826494,0.9837962962962963,0.08852322432826494,0.5775462962962963,0.25524296675191815,0.9837962962962963,0.08852322432826494
12,0.41550925925925924,0.224375,0.7175925925925926,0.2223816355810617,0.9178240740740741,0.08395976707252514,0.9837962962962963,0.08882850872609468,0.9837962962962963,0.08882850872609468,0.5775462962962963,0.2553735926305015,0.9837962962962963,0.08882850872609468
13,0.41550925925925924,0.2247964934251722,0.7118055555555556,0.22635259477364741,0.9178240740740741,0.08406657479062865,0.9837962962962963,0.08894004394684524,0.9837962962962963,0.08894004394684524,0.5625,0.26058981233243966,0.9837962962962963,0.08894004394684524
14,0.41550925925925924,0.22578616352201258,0.7071759259259259,0.23004518072289157,0.9166666666666666,0.08401400233372229,0.9837962962962963,0.08898659966499163,0.9837962962962963,0.08898659966499163,0.5625,0.2608695652173913,0.9837962962962963,0.08898659966499163
15,0.41550925925925924,0.2272151898734177,0.7048611111111112,0.23595505617977527,0.9166666666666666,0.08409428753450839,0.9837962962962963,0.08905185961236249,0.9837962962962963,0.08905185961236249,0.5439814814814815,0.26330532212885155,0.9837962962962963,0.08905185961236249
16,0.4131944444444444,0.22753346080305928,0.7025462962962963,0.2401107594936709,0.9166666666666666,0.08410321758521823,0.9837962962962963,0.08906119027661358,0.9837962962962963,0.08906119027661358,0.5277777777777778,0.26496223126089485,0.9837962962962963,0.08906119027661358
17,0.4131944444444444,0.22826086956521738,0.6979166666666666,0.24403075677863215,0.9166666666666666,0.0843360664465978,0.9837962962962963,0.08930447573019541,0.9837962962962963,0.08930447573019541,0.5150462962962963,0.2661483253588517,0.9837962962962963,0.08930447573019541
18,0.4131944444444444,0.23121761658031087,0.6956018518518519,0.24763081994231562,0.9166666666666666,0.08449802624559906,0.9837962962962963,0.08947368421052632,0.9837962962962963,0.08947368421052632,0.5150462962962963,0.2666267225883763,0.9837962962962963,0.08947368421052632
